job_id,major,job_title,job_description_simple,job_skill_set_simple
3885862875,sales,territory sales executive,Flooring products company is looking to add a territory sales executive to the team . Qual candidates will be sharp and polished with at least 1 year of stable outside business to business sales experience ideally in flooring electrical kitchen bath or commercial construction .,flooring industry knowledge electrical industry knowledge . communication customer relationship
3899525619,sales,sales executive freight forwarding,mohawk global is currently seeking a sales executive with an innate passion for sales and forging longstanding partnerships to expand our international freight forwarding business . The sales executive must be an individual of highintegrity and will position mohawks for continued  47 years of experience selling nonasset based freight forwarding services . Must understand impact of revenue on the profit and loss statement . Must be selfmotivated individual with a high level of enthusiasm .,Sales negotiation consultative selling contact management database database communication problem solving self
3905343222,sales,senior sales specialist,Senior sales specialist is a senior sales specialist without requiring a specific license . Services starting at 73 for individuals and 378 for small businesses in 2024 .,Sales client relationship management training
3889707674,sales,sales director,Sales Director will play a crucial role in driving revenue growth expanding market presence and cultivating strong relationships with key clients . Ideal candidate will have a proven track record of success in sales leadership roles within the cold chain packaging industry .  James Burkenov,Sales leadership leadership leadership communication team motivation customer satisfaction relationship building resultsoriented
3902758182,sales,seasonal sales associate,The consultant is responsible for all aspects of the customer experience within multiplebusinesses retail rental custom and omnichannel within a store location . The consultant must support and positively impact a culture of customerobsession by being customerready and delivering a  Company celebrates diversity and provides equal employment opportunity to all applicants and employees without regard to race color sex sexual orientation gender identity or expression . Physical requirements include ability to stand and walk for the majority of work shift .,retail sales customer service visual merchandising inventory management .
3905364482,sales,sales director  sap projects,Sales director sap projects is a key member of our sales force . The position will represent a leading sap partner authorized to sell and service sap solutions . The job is a full-time position in San Francisco .  Sales director sap projects with 8 to 10 years of experience and a passion for contributing to the growth of our clients company . Competitive compensation package with attractive incentives and benefits .,continuous learning communication communication . interpersonal skills team collaboration goaloriented problem solving problem solving adaptability
3885109688,sales,field sales executive  industrial printers 3d  2d,Field sales executive will be essential part of the sales team driving the growth of the 3d large format printer solutions . Primary responsibility will be to identify and capture new business opportunities establish strong relationships with potential clients .  Must have 13 years of proven track record in b2b biz dev or sales preferably in the 3d or 2d printing industry or related fields subtractive must excellent communication and presentation skills,communication selfmotivation proactivity . collaboration adaptability problem solving
3884855776,sales,sales manager,Sales manager has managing partner responsibilities for a team of 525 executive consultants in marketing j galts saas memberships and consulting services . Sales manager represents j galt in attracting memberships through channel partners .  Managing partner contributes significantly to personal production key channel relationships as well as hiring training and developing a team of 525 executive consultants . Managing partner has complete control of a j galt business credit consulting practice .,time management communication goaloriented selfdiscipline positive attitude positive attitude .
3902819061,sales,area sales manager,phcna is a subsidiary of the phc holdings corporation with the mission to become a leading trusted brand for sustainable healthcare and biomedical product solutions . The role will be based in seattle wa and will be supporting the territory of the pac  Sales experience with demonstrated sales resultssales of capital equipment or capital purchases or equivalentfamiliar with the market and businesses utilizing biomedical capital equipment .,sales communication relationship building problem solving teamwork customer engagement crm sales
3902753788,sales,seasonal sales associate,The consultant is responsible for all aspects of the customer experience within multiplebusinesses retail rental custom and omnichannel within a store location . The consultant must support and positively impact a culture of customerobsession by being customerready and delivering a  Company celebrates diversity and provides equal employment opportunity to all applicants and employees without regard to race color sex sexual orientation gender identity or expression . Physical requirements include ability to stand and walk for the majority of work shift .,retail sales customer service sales metrics team selling product knowledge .
3901694364,sales,seasonal golf club fitter  retail sales associate,hourly pay range of 15 to 1725 at pga tour superstore were always looking for enthusiastic selfmotivated flexible individuals who will share a passion for helping transform our business .  A job description is not designed to cover or contain a comprehensive listing of activities duties or responsibilities that are required of the employee for this job . We comply with all laws that prohibit discrimination based on race color religion sexgender age 40 and over,Golf retail sales golf sales golf fitting product knowledge golf
3904099287,sales,outside sales representative,Growing building services company seeks an outside sales rep for a hagerstown territory . Qual candidates will have a minimum of two years of stable outside sales experience .,communication relationship building time management outside sales
3895273377,sales,inside sales representative,independent pipe supply is a leading wholesale distribution company specializing in pipe valves and fittings pvf . The inside sales representative is responsible for processing orders addressing customer inquiries and concerns and assisting with administrative tasks .,customer service attention to detail organizational skills .
3904962016,sales,director of sales and marketing,The ideal candidate will have a proven track record in hospitality sales and possess strong leadership skills . Must have a minimum of 35 years of sales and marketing experience in a luxury hotel environment .,Hatt systems data analysis leadership skills . Sales strategies hospitality
3905874455,sales,inside sales representative,The ideal candidate is a competitive selfstarter that thrives in a fast-paced environment . The candidate must be comfortable making dozens of calls per day working with partners generating interest .,crm sales reporting communication
3905210089,sales,inside sales representative ii,job responsibilities: Sources new sales opportunities by following up on assigned leads prospecting and cold calling . Develops value proposition specific to the customers needs and goals . negotiates directly with local and regional customers .  The demands described below are representative of those that must be met by an employee to successfully perform the essential functions of this job . Employee must have the ability to sit andor stand at a desk for a minimum of 8 hours a day and,Salesforce prospecting cold calling cold calling clients needs analysis communication
3906259707,sales,national sales manager,The georgia world congress center authority is currently seeking a national sales manager to join our team . The ideal candidate will be a driven individual with an understanding of convention business the city of atlanta and an overall understanding of the g  Georgia world congress center authority offers a competitive salary and comprehensive benefits package . Must have a minimum of five 5 years of sales experience within convention hotel hospitality multipurpose facility in the tourism industry .,Sales customer service presentation skills . relationship management computer skills . multit
3902778943,sales,sales engineer,Sales engineer is the primary technical resource and point of contact for the sales territory . The position is responsible for actively driving and managing the technology assessment stage of the sales process .  35 years relevant experience in engineering and technical support . 2 years of relevant experience and familiarity in surveillance ip camera dvrs electronics equipment and instrument related industry .,ms office communication selfmotivation and leadership skills . MS office communication and
3904358856,finance,director finance,Chewy is looking for a director of finance in plantation fl or bellevue wa . The ideal candidate must be able to earn trust across business finance and accounting partners using data to inform their recommendations and analyses .  What youll do lead financial planning reporting and analysis for the overall marketing organization . Lead the annual and quarterly budget forecasts and risk and opportunity analysis for chewys marketing investment . Perform analyses on areas of opportunity to increase customer acquisition retention .  The salary range for a director finance position is 18050000 28850000 . The position is eligible for 401k and a new hire and annual equity grant . Chewy is committed to equal opportunity .  Question regarding your application please contact hrchewy.com,financial analysis data analytics excel communication collaboration problem solving organizational skills adaptability .
3884853986,finance,2024 finance summer internship,2024 finance summer internship at reckitt will be responsible for providing analytical support for our accounts payable team . The intern will provide insights that allow us to improve our cashflow and strengthen our business .  We still want to hear from you come and join a team whose purpose is to protect heal and nurture in the relentless pursuit of a cleaner and healthier world . All qualified applicants to reckitt will receive consideration for employment without regard to age disability,financial analysis accounting finance reporting systems . reporting systems analytical support
3898174257,finance,director of finance,Director of finance oversees the fpa function for the company and manages a team of three strong roadmap for growth and opportunity to progress within the organization .,advanced excel financial planning analysis team analysis team management communication collaboration
3904507634,finance,finance managerdirector  receivables  order to cash specialist,experienced finance manager specializing in receivables order to cash and record to report processes . The ideal candidate will have a strong background in financial management revenue cycle management .,Microsoft excel team leadership team development receivables management order
3889704422,finance,finance manager,The finance manager supports management and operations with information analytics and financial services to achieve the companys mission and execute its strategic plan responsibilities .,financial modeling financial analysis microsoft excel data
3887713241,finance,assistant director of financekimpton george hotel,Assistant Director of Finance is assistant director of finance . Responsibilities include preparing daily flash report and distributing to gm president and corp controllerensure .  We are committed to creating a culture that reflects the diversity of our hotel and restaurant guests with that goal in mind . We encourage each of our employees to understand accept and celebrate differences among people that includes different personalities lifestyles work styles education and experience  eeo policy includes sexual orientation gender identities and,Accounting finance management microsoft office suite excel excel excel works with
3888407253,finance,senior director of finance or controller,Sr director of finance controller role with an established and growing market leading firm in the boston area . Salary of 150000 170000 per year .  The senior director of finance will be responsible for budgeting forecasting account reconciliation and profit and loss reporting . The successful candidate will have a proven track record in strategic and operational accounting and finance following gaap in a fastpaced dynamic business environment .  experience in a senior financial management role . experience in effectively communicating key data including presentations to senior management board or outside partners . interpersonal and communication skills .,financial management budgeting account reconciliation financial reporting accounts payable management . leadership communication interpersonal skills .
3904367619,finance,event finance manager,quint is the industryleading provider of official ticket and hospitality packages to many of the worlds most prominent sports and entertainment events . The role will be based inoffice at our corporate headquarters in charlotte north carolina with offices in six countries  Finance responsibilities oversee events 5m in total revenue andor programs 50m in revenue .  Experience in the sports entertainment and hospitality industries would be relevant for the role but is not required compensation and benefits . Competitive base salary plus potential for individual and company bonuses .,Microsoft excel excel excel fpa software is a
3905687426,finance,consultant financial services consumer finance l forensic and litigation consulting,fti consulting is the worlds leading expertdriven consulting firm over the last 40 years . As a consultant in financial services you’ll be providing bank regulatory consulting services and performing analysis for various client situations .  The role includes development and review of client policies and procedures processes and controls risk assessments . We offer comprehensive benefits such as the following competitive total compensation including bonus earning potential .  fti consulting is a global business advisory firm dedicated to helping clients with their most significant opportunities and challenges . Firm has more than 7600 employees located in 31 countries .,Compliance financial analysis risk assessment report writing data analysis project management .
3884940248,finance,finance and admin manager,The finance and admin manager provides administrative and strategic assistance to the leadership team and to the president . The role carries across all functions of the company and is mostly focused on working on and managing backoffice tasks .  3 years of experience of working in a backoffice role at a small privately held company is required . bachelors degree with a major or substantial coursework in accounting finance or economics is preferred .,Accounting finance finance payroll management budgeting budgeting and budgeting skills . Social skills
3901930289,finance,manager accounting  finance  family office,CPA highly preferred at least 5 years accounting experience public accounting foundation nice to have at least 23 years in a leadership capacity . Work in a hybrid office setting in the loop up to 3 days per week .,Accounting financial analysis general ledger management budgeting and forecasting cash flow management internal controls team leadership
3904726135,finance,auto finance  insurance manager  city auto group,The city auto group is one of the fastest growing privately owned auto groups in the midwest . Auto finance and insurance managers arrange vehicle financing options for customers and sell aftermarket products and extended warranties . At least 2 years of automotive fi experience  We are an,customer service computer proficiency time management communication attention to detail
3905843981,finance,senior finance manager,Empire automotive group is a car dealership located in jamaica ny . The senior finance manager will be responsible for overseeing the financial operations of the dealership .,financial analysis budgeting budgeting accounting principles
3904407460,finance,finance director,Position overview director of finance is a seasoned finance director with a strong background in the food manufacturing sector to lead our financial strategies and operations .,financial analysis accounting principles ms office excel excel . Financial analysis accounting
3887884760,finance,senior director of finance,built is a growthstage company at the intersection of fintech and proptech . The company is seeking an experienced finance leader to join built as the senior director of finance reporting to builts cfo and responsible for all aspects of  Financial reporting and analysis oversee the generation of monthly quarterly and annual financial reports providing analysis and insights on key performance indicators . Financial models develop and maintain sophisticated financial models to support decisionmaking by executive leadership and board of directors .  The finance teamboard and investor communications lead the preparation and presentation of financial reports for board meetings and investor updates . The team possesses the skills knowledge and motivation to support the organizations financial and strategic objectives who you are bachelors or masters degree  Personal data contained in your application will be collected by built technologies controller . Your personal data will be shared with greenhouse software inc a cloud services provider located in the united states of america and engaged by controller to help manage its recruitment and hiring  Controller does not sell your personal data or share it with third parties outside of greenhouse software inc . If you would like,financial reporting data analysis financial statements preparation financial statements . financial compliance financial compliance . financial
3885814238,finance,peoplesoft finance technofunctional consultant,peoplesoft fscm techno functional knowledge with strong understanding of software development life cycle sdl,gap analysis reports development analytical thinking problem solving problem solving communication .
3901484445,finance,finance accounting manager,perform as an internal expert on accounting principles and updates to regulatory requirements . Foster environment of growth and development through the strong leadership of direct reports and by communicating effectively with execcsuite leaders .,accounting principles regulatory requirements financial reporting gaap standards budgeting forecasting
3904373035,finance,sr manager finance calhoun georgia united states 30701,mohawk industries is a fortune 500 global flooring leader with some of the bestknown brands in the industry . The sr finance manager will oversee and direct the finance and accounting activities for our corporate functions .  Bachelors degree in finance accounting data science or related disciplinemasters degree in accounting or business administration preferred . 9 years of job specific work experience with demonstrated professional growth and achievement experience .  mohawk industries is a leading global flooring manufacturer that creates products to enhance residential and commercial spaces around the world .,Finance communication attention to detail time management organizational skills persuasion teamwork analytical skills leadership negotiation accounting budgeting budgeting
3901351125,finance,finance manager,"Partnership resources inc pri is seeking a skilled energetic and forwardthinking individual who has a strong attention to detail to fill the position of finance manager . The finance manager is a handson position directly responsible for the management and oversight of the financial activities  Partnership resources inc is an equal opportunityaffirmative action employer . The position is a fulltime exempt position with a competitive salary of 65,00075000 annually dependent on qualifications .  Partnership partners partnership resources. committed to creating a diverse workforce . We will not discriminate against any",financial management accounting accounting financial reporting budgeting budgeting quickbooks
3905841089,finance,finance director,The finance director is responsible for strategic planning and operational decision making for fiscal activities including revenue collection expenditures payroll accounting and auditing income tax and utility billing . who are wethe childrens trust of alachua county is a special independent district  Childrens trust of alachua County provides equal employment opportunities to all employees and applicants for employment . The trust prohibits discrimination and harassment of any type without regard to race color .,financial management accounting budgeting budgeting auditing revenue management
3884854736,finance,vice president portfolio  transaction management  value chain finance,rabobanks north american value chain finance team searching for experienced and energetic professional to join our growing highperforming and diverse team . The position will be based in either the new york chicago or atlanta office .  rabobank embraces diversity and welcomes employees and applicants of all backgrounds . You must have a minimum 5 years of related experience with securitization receivables .  rabo view your wellbeing as much more than a paycheck . We offer a generous paid time off program to full time employees up to 20 days of vacation time . Financial wellbeing provides for retirement savings security .  rabobank wholesale banking north america is a premier corporate and investment bank to the food agribusiness commodities and renewable energy industries . rabo provides equal opportunity in employment to all employees and applicants .  No fixed application deadline,Worked in a team of professionals who are passionate about business development and customer service experience .
3902353310,finance,finance and strategy associate,The finance and strategy associate will play a critical role in project investments company strategy and capital allocation . The ideal candidate will have experience in finance a working knowledge of energy digital infrastructure andor real assets .  Cloverleaf is a purposedriven company that provides solutions for large electric loads like data centers and electrified factories . We are open to flexible work eg two days per week remote after an initial onboarding period about cloverleaf,Financial analysis risk assessment risk assessment quantitative methods cash flow projections . Analysts
3884929863,finance,client finance analyst i,The client finance analyst i role is a fully remote role . We are not able to provide sponsorship assistance at this time or in the future .  The role is eligible for a discretionary annual bonus health insurance retirement savings benefits life insurance and disability benefits . The compensation range takes into account wide range of factors that are considered in making compensation decisions .  precision medicine group is an equal opportunity employer . Employment decisions are made without regard to race color age religion sex sexual orientation gender identity .,Microsoft excel excel excel is a self-learned software company .
3903481821,finance,trade finance associate,This is a parttime remote role for a trade finance associate . The role will require remote communication and collaboration with clients .,ucp 600 guidelines are
3899526397,finance,finance project leader,edify technologies is a former recipient of inc magazine's prestigious 5000 fastest growing private companies award . The company is looking for a finance project lead looking for an opportunity to accelerate your career responsibilities . Edify technologies has over two decades of industry  As a minorityowned company we deeply value and prioritize inclusion and diversity within our organization . A diverse and inclusive workforce fosters innovation creativity and empathy leading to a richer and more rewarding work environment . Join us and be a part of a team,project management tools budget management tools . Critical thinking problem
3894553589,finance,vp finance and investor relations,Our client is a wellestablished and growing real estate development company based in denver co they focus on premium and diversified asset classes ranging from multifamily to commercial properties across multiple states . The role will participate in senior management and corporate strategy,Relationship management leadership communication team collaboration problem solving problem solving . Real estate
3903426697,finance,project finance portfolio management director,The project finance pm will serve a portfolio management function in my clients project finance portfolio . The ideal candidate will have 7 years of experience in portfolio management credit risk and project finance .,financial analysis administration administration energy sector knowledge . independent oversight problem solving problem solving . communication
3906256205,finance,finance manager us,The finance manager provides a range of strategic finance advice analysis and support for key business areas . The role may have panbusiness impact and focus is on comprehensive reviews specialized analysis audits andor initiatives .  Worked autonomously as the lead and guides others within area of expertise . Education experience undergraduate degree degree 7 years of relevant experience .  Shareholder accountabilities acts as a respectful challenger to provide alternative points of view .  The list is intended to describe the general nature and level of work being performed by people assigned to this job . It is not intended to be an exhaustive list of all duties and skills required .  td is the fifth largest bank in north america by branchesstores every day . The bank delivers legendary customer experiences to over 27 million households and businesses in canada the united states and around the world .  td are committed to providing the support our colleagues need to thrive both at work and at home . Career development and performance conversations with your manager as well as access to an online learning platform and a variety of mentoring programs .,financial analysis auditing accounting . strategic planning performance metrics . business case
3904393058,finance,global investment research regional banks and consumer finance associate,Global investment research produces original fundamental fundamental research and analysis of industries companies and economies . Analysts work on clientfocused research in the equity fixedincome currency and commodities markets mining big data that enters markets around the world each day .  Goldman sachs is committed to providing our people with valuable and competitive benefits and wellness offerings as it is a core part of providing a strong overall employee experience . The expected base salary for this position is 150000225000 .,financial modeling data analysis investment research .
3901906635,finance,finance and operations director,The finance and operations director will play a pivotal role in the overall operations financial oversight and people sustainability of iec . applicants must send resume and cover letter with salary range to laurenilenviroorg .  The position includes financial analysis and information sharing throughout the organization to aid in decisionmaking and strategic direction .  Fulltime position can be based out of the chicago or springfield office . Benefits include health insurance dental insurance a 401k plan and generous paid time off salary range is 90000110000 commensurate with experience .  Please send all application materials along with questions via email to la,financial oversight budgeting budgeted budgeting . reporting requirements data analysis financial statements preparation software systems
3904500508,finance,sr finance analyst,The future is what you make it when you join honeywell you become a member of our global team of thinkers innovators innovators dreamers and doers who make the things that make the future . Join a team recognized for leadership innovation  Masters degree in finance or cpaability to present complex analysis with clarityability to understand accounting and financial processes related to the business .,accounting finance us gaap internal controls data analysis and
3901948209,finance,finance and building administrator,the school of humanities and sciences is the foundation of a liberal arts education at stanford . The school encompasses 23 departments and 25 interdisciplinary programs . The departments of philosophy and religious studies operate as two separate departments .  The finance and building administrator must possess a positive outlook on continuous process improvement efforts while maintaining a teambased and customerfocused mindset . The ideal candidate is a friendly proactive and dependable selfstarter with strong interpersonal and communication skills .  Duties include establishing priorities and identifying and resolving problems that are administrative in nature . The position will be assigned to the supervisor department manager or chair .  The expected pay range for this position is 3317 to 4375 per hour . Preferred requirements include experience with stanford financial systems highly desired . The university provides pay ranges representing its good faith estimate of what the university reasonably expects to pay  The job duties listed are typical examples of work performed by positions in this job classifications . The university will provide reasonable accommodations to applicants and employees with disabilities .,financial transactions advanced computer skills . Financial transactions are advanced computer transactions . Financial systems systems
3902357065,finance,sap cfin consultant  central finance,We require the resource to design and drive the discussion to a point where our team can pick up for build 2 proficient,design discussion facilitation team collaboration . Design
3902693086,finance,assistant professor of finance,rhode island college invites applicants for the position of assistant professor of finance . The position is a continuing tenuretrack academic year fulltime position . The department of economics and finance is housed in the school of business .  The college is dedicated to providing students with a wellrounded college experience to facilitate upward mobility and career growth . The successful candidate is expected to serve actively within the department and the college this service will include advising finance majors and minors .,Phd in finance is a charter college level finance
3886203882,finance,finance specialist,The finance specialist will be responsible for conducting financial analysis and developing financial reports . The role will also involve collaborating with team members to ensure the accuracy and completeness of financial data .,financial analysis financial reporting accounts payable accounts receivable accounting principles
3904992088,finance,finance manager,We are looking for a highly motivated finance manager to join the expedia group finance team in this role . The finance manager will provide financial management support and partner with leaders throughout .  The total cash range for this position in seattle is 11050000 to 15500000 employees in this role have the potential to increase their pay up to 17700000 which is the top of the range based on ongoing demonstrated and sustained  Employment opportunities and job offers at expedia group will always come from expedia groups talent acquisition and hiring teams . The employer will provide the social security administration ssa and if necessary the department of homeland security dhs with information from each new,financial management financial modeling data analysis forecasting excel
3901347353,finance,directorvp project finance,A director or vp of project finance will lead the execution of their project financing strategies reporting directly to the csuite team . The role requires a degree in finance or accounting required masters in business or accounting preferred .,documentation financial analysis . Financial analysis leadership communication . relationship
3895222638,finance,vice president finance,Vice President of finance will be responsible for establishing and leading the finance function of our investment fund . The ideal candidate will have a minimum of 10 years of experience in finance roles within the asset management industry .  translate complex financial data into actionable insight . translate complex data into,financial reporting compliance team leadership . leadership analytical skills accounting communication communication . collaboration
3894893665,finance,finance administrator,Field finance administrator performs routine administrative duties in a facility in accordance with standard administrative office procedures . The role will support the management team of the facility .,microsoft excel excel excel
3904565981,finance,assistant vice president finance,We are seeking a skilled and experienced avp finance assistant to cfo for our finance team . The ideal candidate will be responsible for managing us payroll us insurance and various financial tasks under the guidance of the cfo . The role requires a  It is an opportunity local to citizens of united states . It is not accepting applications from any other country for this role .,Insurance management attention to detail organizational skills . multitasking communication skills interpersonal skills .
3904995129,finance,fundamental fixed income ffi  director leveraged finance research,"This is an director position within the lev fin research team in new york . The position assumes industry coverage and apply that knowledge to diligence opportunities within the high yield and leveraged loan markets .  The salary range for this position is 205,000 260000 . The position is currently required to work at least 4 days in the office per week with the flexibility to work from home 1 day a week .  Blackrock is proud to be an equal opportunity and affirmative action employer . We evaluate qualified applicants without regard to race color national origin religion sex sexual orientation gender identity . We consider for employment qualified applicants with arrest or conviction records in a manner consistent",Analysts are required to work on a portfolio of
3905864544,finance,head of corporate finance sr director  director,Cloudflare runs one of the worlds largest networks that powers approximately 25 million internet properties for customers ranging from individual bloggers to smbs to fortune 500 companies . The corporate finance team is responsible for enterprise level planning budgeting forecasting analysis and capital  Leadership skills and are passionate about problem solving as well as building high quality repeatable processes that scale with our rapid growth . We take pride in helping to design and implement solutions to the different challenges that can arise in our high growth environment .  Cloudflare offers a complete package of benefits and programs to support you and your family . Benefits programs can help you pay health care expenses support caregiving build capital for the future .  Cloudflare is proud to be an equal opportunity employer . The position may require access to information protected under us export control laws .  cloudflare provides reasonable accommodations to qualified individuals with disabilities . We are an aaveteransdisabled employer . Cloudflare will consider candidates without regard to their or any other persons perceived or actual race color .,budgeting project management . leadership communication interpersonal skills problem solving analytical skills
3901375658,finance,director of finance and accounting,Primary responsibilities include formulating and execute the financial strategy of the organization .,financial strategy corporate budgeting financial reporting operational efficiency . Compliance standards
3903447802,finance,vice president of finance,The vice president of finance is responsible for the divisions financial planning and analysis reporting budgeting and operational improvement forecasting . His key responsibilities include supervise the annual business planning and quarterly forecast update process ensuring a high level of transparency .  Work closely with the purchasing department to reduce direct costs track commodity pricing and limit our plan portfolios .,organizational skills attention to detail collaboration communication . relationship building problem solving leadership financial planning budgeting financial analysis cost accounting
3894980256,finance,sap finance control consultant,10 years of experience supporting general ledger in addition to at least 5 of the accompanying capacities . At least 5 years of involvement with a full cycle implementation in large organizations and at least one 1 end to end s4 hana implementation .,financial accounting project system management . accounting teamwork communication communication . communication . analytical skills . highquality deliverables
3903474308,finance,sr finance analyst,we are seeking a sr finance analyst to join our rapidly expanding team . The ideal candidate will possess profound expertise in excel and have extensive experience in modeling revenue expenses and financial statements across diverse companies .,financial analysis client account management software
3884436115,finance,oracle finance fusion lead,Truglobal is a global it consulting and professional services company based in san jose ca . The role is a contract role for an oracle finance fusion lead .,Problemsolving communication skills . interpersonal skills . oracle applications integration techniques oracle fusion
3902756637,finance,vice president finance investments,"Hillwood investment properties hip is actively seeking a vice president vp finance investments to join its capital markets finance team based in dallas texas . Hillwood has experience in 64 markets across north america and europe and has developed and  Hillwood is committed to providing equal opportunity in employment to all applicants and employees regardless of race and national origin .  Information protected by law includes sexual orientation,","ms office suite excel excel excel offers business acumen critical thinking, critical"
3902828623,finance,fractional finance consultant,Vaco has partnered with a local aircraft company searching for a fractional finance consultant . The position is a temporary position that requires a seasoned professional with a strong background in finance and accounting .,finance accounting financial oversight
3905299266,finance,account executive finance cloud,rippling gives businesses one place to run hr it and finance it brings together all of the workforce systems that are normally scattered across a company like payroll expenses benefits and computers for the first time ever you can manage and automate every part of  The role will receive a competitive ontarget earnings base salary sales commission benefits equity . The pay range for this role is 215000 215000 usd per yeartier .,Sales analyst skills include quantitative and quantitative skills
3891251481,finance,associate  associate director of asset management finance and investor relations,granite capital group is seeking an associate associate director specializing in asset management finance and investor relations . The successful candidate will play a crucial role in managing our portfolio of multifamily properties .  Worked as primary point of contact for investor inquiries and communications . Review modeling and financial analysis for all new and existing projects . Provides recommendations for optimizing revenue and reducing expenses .,Financial analysis financial reporting budgeting budgeting risk assessment market research business writing cash flow projections
3903477702,finance,finance  project assistant,Our automation digitalization division in alpharetta ga is looking to welcome a finance project assistant . The successful candidate will play a crucial role in ensuring the accuracy and timeliness of financial reporting as well as assisting in various financial and  Higher education in accounting or finance preferred although not required . Minimum 3 years comparable or related experience preferred . Strong ability to manage multiple tasks or projects simultaneously while meeting assigned deadlines .,microsoft office suite foreign currency hedging process improvement .
3904722854,finance,director rd finance,The director of rd finance will oversee financial strategies that underpin our engineering and product development epd initiatives . The role is pivotal in shaping financial practices that directly contribute to our ambitious goals enhancing our market position .  Financial stewardship and governance uphold the highest standards of financial integrity and governance across rd operations . Must haves a minimum of 10 years of experience in financial management within technology or cybersecurity sectors with at least 5 years in a leadership role overseeing,financial modeling investment analysis budget management risk assessment . strategic planning strategic thinking problem
3905207168,finance,product strategist  embedded finance,Fiserv is a global leader in fintech and payments and we move money and information in a way that moves the world . We connect financial institutions corporations merchants and consumers to one another millions of times a day . If you want  Fiserv is a global leader in payments and financial technology with more than 40000 associates proudly serving clients in more than 100 countries . The role is not eligible to be performed in colorado california hawaii new york or  fiserv is an equal opportunity employer and we welcome and encourage diversity in our workforce that reflects our world . fraudulent job postings may be used by cyber criminals to target your personally identifiable information andor to steal money or financial information .,operations management cost forecasting revenue forecasting strategic thinking . communication problem solving
3894996838,finance,sap product manager s4 hana  rtr finance ,Cloudious llc is one of the fastest emerging it solutions and services company headquartered in san jose ca . We are currently hiring a seasoned sap product manager s4 hana rtr finance who comes with a strong consulting mindset .  Scrum master and dev leaders to craft architect and assemble effective products for agile delivery team . be a strong internal and external customer representativeseamlessly into an environment and culture that prioritizes a customerfirst mentality fostering a team atmosphere dedicated  verbal communication skills with ability to present sophisticated technical information in a clear and concise manner to a variety of audiences including executives,s4 hana agile methodologies requirements elicitation erp implementation technical writing project management tools so
3903845850,finance,finance manager ops finance ipat,The finance manager will drive transformative initiatives that improve free cash flow management streamline processes and empower informed decisionmaking . He will play a pivotal role in driving transformative initiatives .  We are open to hiring candidates to work out of one of the following locations . The company is committed to a diverse and inclusive workplace .  Amazon will consider for employment qualified applicants with arrest and conviction records . Base pay for this position ranges from 81100year in our lowest geographic market up to 179500year in highest geographic market pay is based on a number of factors including,financial analysis strategic planning data analytics . automation cash flow management budgeting data interpretation
3887708351,finance,strategic finance analyst,mozilla corporation is the nonprofitbacked technology company that has shaped the internet for the better over the last 25 years . We are seeking a financial analyst to join our strategic finance team focused on revenue and revenue .  The ideal candidate will have a strong background in financial analysis strategic planning and a deep understanding of the drivers of subscriptionbased business models . The candidate will conduct a thorough analysis of annual recurring revenue including trend analysis variance explanations .  The role requires a degree in a quantitative field such as finance statistics engineering economics or a related field required with 6 years of work experience . Analysis and visualization skills are highly desirable .  mozilla understands that valuing diverse creative practices and forms of knowledge are crucial to and enrich the companys core mission . We are an equal opportunity employer we do not discriminate on the basis of race .,financial analysis strategic planning data analysis reporting communication interpersonal skills .
